Date,Company_ID,Company_Name,Current_Ratio,Quick_Ratio,Leverage_Ratio,Profit_Margin,Credit_Risk_Score,Liquidity_Ratio,Market_Volatility_Exposure,GDP Growth rate,CPI Inflation index,Policy Repo rate,Unemployment Rate(%),Money Supply (M2)(000'Billion),Stock Market Index(Monthly_Close),Stock Market Index(Monthly_Return),Stock Market Index(Monthly_Volatility),VIX(Monthly_Close),VIX(Monthly_Return),VIX(Monthly_Volatility),10-Year Government Bond Yield,AAA Corporate Bond Yield,Government Bond Yield (%) (10Y benchmark),Corporate Bond Spread,Exchange Rate (USD/INR)(Monthly_Close),Exchange Rate (USD/INR)(Monthly_Return),Exchange Rate (USD/INR)(Monthly_Volatility)
01-09-2020,C31,Verity Data,1.315147217,0.792659853,0.567766766,-0.080221,54.71617118,1.115751847,1.311337756,22.57279,156.4,4,13.2,44.2,11247.5498,-0.012289809,0.011929586,26.37000084,-0.00151454,0.075654406,6.02,2.26,0.92,1.34,73.84500122,0.009848179,0.002980551
01-10-2020,C31,Verity Data,1.428607235,0.782026564,0.737639965,-0.056793512,56.92956455,1.257529401,0.909128592,6.78155,158.4,4,10.3,43.8,11642.40039,0.035105476,0.009615706,38.02000046,0.441789884,0.066793745,5.94,2.26,0.92,1.34,74.26399994,0.005827533,0.004013574
01-11-2020,C31,Verity Data,1.116413591,1.038589277,1.15139856,-0.059994803,57.4408421,0.92244569,0.921160554,6.78155,158.9,4,10.3,44.4,12968.9502,0.113941263,0.008986123,20.56999969,-0.458968978,0.055378541,5.9,2.26,0.92,1.34,73.94090271,-0.004266277,0.003056497
01-12-2020,C31,Verity Data,1.222230433,0.96992104,0.268656484,-0.058961273,49.22523219,1.221063661,0.845787625,6.78155,157.3,4,10.3,45.9,13981.75,0.078094201,0.008887575,22.75,0.105979598,0.053426702,5.89,2.26,0.92,1.34,73.13400269,-0.010870936,0.003002226
01-01-2021,C31,Verity Data,1.440465615,1.068779904,0.408396466,-0.047265827,44.75174053,1.250253562,1.137209852,1.36061,156.3,4,9.3,46.1,13634.59961,-0.024828823,0.010243767,33.09000015,0.454505501,0.165150549,5.94,2.65,1.43,1.22,72.938797,-0.002641691,0.001755576
01-02-2021,C31,Verity Data,0.957916752,0.938620417,0.323944813,-0.05012028,55.95224861,0.807920311,1.234114435,1.36061,156.6,4,9.3,47.6,14529.15039,0.065608878,0.017061061,27.95000076,-0.155333919,0.10436721,6.19,2.65,1.43,1.22,73.15090179,0.002989392,0.003005004
01-03-2021,C31,Verity Data,1.086305564,0.924637237,1.521579671,-0.076276237,61.04613581,0.825908047,1.349209423,1.36061,156.8,4,9.3,49.4,14690.7002,0.011119012,0.0125492,19.39999962,-0.305903432,0.075716979,6.35,2.65,1.43,1.22,73.44529724,0.004186392,0.003929076
01-04-2021,C31,Verity Data,0.981469706,0.864718583,0.319339609,-0.042801888,54.80109427,0.809690504,1.174565855,-7.22409,157.8,4.4,12.6,48.5,14631.09961,-0.004057028,0.01319929,18.61000061,-0.040721599,0.048262261,6.28,2.65,1.43,1.22,74.10579681,0.009135584,0.004157937
01-05-2021,C31,Verity Data,1.951127984,0.838542501,0.400533339,-0.023662555,49.64587635,1.716941144,1.035728293,-7.22409,160.4,4.4,12.6,48.8,15582.7998,0.065046389,0.008260693,16.76000023,-0.099408937,0.107730437,6.23,2.65,1.43,1.22,72.39350128,-0.023318082,0.002147807
01-06-2021,C31,Verity Data,1.449435617,1.059290916,0.310545617,-0.05302671,50.17969933,1.217176442,0.879127802,-7.22409,161.3,4.9,12.6,49.4,15721.5,0.008900852,0.004368932,15.82999992,-0.055489278,0.065523997,6.27,2.65,1.43,1.22,74.28759766,0.025899689,0.002333701
01-07-2021,C31,Verity Data,1.425232677,0.910244802,0.357375006,-0.065692104,49.97287861,1.33860053,1.049566907,9.46799,162.5,4.9,9.8,49.6,15763.0498,0.002642865,0.005680591,18.23999977,0.152242568,0.090061121,6.21,2.65,1.43,1.22,74.2519989,-0.000402301,0.002708518
01-08-2021,C31,Verity Data,1.134472889,0.828621802,0.469514672,-0.04526011,58.81623462,1.117151011,1.30114856,9.46799,162.9,5.4,9.8,49.8,17132.19922,0.086858154,0.005729494,16.47999954,-0.096491242,0.080116563,6.28,2.65,1.43,1.22,73.41120148,-0.011301939,0.002813576
01-09-2021,C31,Verity Data,1.395803663,0.995205844,0.85975555,-0.062396896,51.18073727,1.26081945,1.103594482,9.46799,163.2,5.9,9.8,49.5,17618.15039,0.028364786,0.006054989,23.13999939,0.404126216,0.09913179,6.19,2.65,1.43,1.22,74.3219986,0.012400074,0.002510181
01-10-2021,C31,Verity Data,1.017453132,0.95446707,0.887699788,-0.054168244,53.01047502,0.970746926,0.960194247,1.92112,165.5,5.9,8.7,49.7,17671.65039,0.003036641,0.008230252,16.26000023,-0.297320628,0.050673358,6.36,2.65,1.43,1.22,74.79720306,0.006456311,0.002861949
01-11-2021,C31,Verity Data,1.483839603,0.959101495,0.791142991,-0.093140266,54.16459394,1.371761048,1.235197497,1.92112,166.7,5.9,8.7,52.1,16983.19922,-0.038957944,0.010142793,27.19000053,0.672201731,0.137400465,6.35,2.65,1.43,1.22,75.05490112,0.003508691,0.002565332
01-12-2021,C31,Verity Data,1.025001841,0.859660173,0.61651361,-0.014823808,48.53358569,0.990265862,1.247788198,1.92112,166.2,6.25,8.7,51,17354.05078,0.021836378,0.01067481,17.21999931,-0.366678964,0.092532749,6.44,2.65,1.43,1.22,74.43119812,-0.008272801,0.002528396
01-01-2022,C31,Verity Data,1.338949544,0.964565722,0.2,-0.047120165,48.39337342,0.395136984,1.223427732,0.55495,165.7,6.25,8.2,51.2,17339.84961,-0.00081832,0.010618478,24.82999992,0.441928044,0.085138737,6.64,4.43,3.53,0.9,75.03900146,0.008201556,0.002593165
01-02-2022,C31,Verity Data,1.526424887,0.967650448,0.417226624,-0.008219014,48.84696805,1.284701671,0.988565492,0.55495,166.1,6.5,8.2,52.3,16793.90039,-0.031485234,0.017807346,30.14999962,0.214256936,0.092316826,6.75,4.43,3.53,0.9,75.06800079,0.000580828,0.004529114
01-03-2022,C31,Verity Data,1.416946878,0.962984128,0.762898609,-0.034560675,53.24216432,1.329056133,1.156091289,0.55495,167.7,6.5,8.2,52.9,17464.75,0.039946028,0.012457722,20.55999947,-0.318076294,0.063051342,6.82,4.43,3.53,0.9,75.82779694,0.010313041,0.004674373
01-04-2022,C31,Verity Data,1.185851202,0.921667107,0.558958226,-0.068888568,66.38207479,0.991767768,1.182145847,0.87155,170.1,6.5,7.6,54.7,17102.55078,-0.020738872,0.011981927,33.40000153,0.624513735,0.102460715,7.11,4.43,3.53,0.9,76.58899689,0.010070746,0.002825949
01-05-2022,C31,Verity Data,0.810666482,0.888831867,0.523215749,-0.064748388,51.25005806,0.719073822,0.960933743,0.87155,171.7,6.5,7.6,55.1,16584.55078,-0.03028788,0.014565398,26.19000053,-0.215868283,0.090675768,7.39,4.43,3.53,0.9,77.52089691,0.01224842,0.003792884
01-06-2022,C31,Verity Data,1.491238869,0.954419287,0.28743698,-0.02316507,51.24921223,1.19921454,0.836174637,0.87155,172.6,6.5,7.6,54.6,15780.25,-0.048496989,0.010682585,28.70999908,0.096219874,0.071277263,7.53,4.43,3.53,0.9,78.89830017,0.017687044,0.002545152
01-07-2022,C31,Verity Data,1.417521949,0.883820368,0.485562377,-0.070252628,54.1453199,1.392282804,0.830914891,2.10714,173.4,6.5,7.2,55.2,17158.25,0.087324345,0.007756215,21.32999992,-0.257053271,0.042677836,7.4,4.43,3.53,0.9,79.57150269,0.008561394,0.002517246
01-08-2022,C31,Verity Data,1.430718439,0.882023443,0.771913347,-0.056730779,62.93382159,1.307957385,1.357215567,2.10714,174.3,6.5,7.2,54.7,17759.30078,0.035029842,0.008963629,25.87000084,0.212845801,0.063020935,7.27,4.43,3.53,0.9,79.68229675,0.001526157,0.003499847
01-09-2022,C31,Verity Data,1.368897316,1.081935799,0.730659332,-0.046043011,57.12737269,1.174311167,1.160151658,2.10714,175.3,6.5,7.2,54.3,17094.34961,-0.037442418,0.009618487,31.62000084,0.222265165,0.056358946,7.28,4.43,3.53,0.9,81.48059845,0.02246188,0.003567526
01-10-2022,C31,Verity Data,1.328503791,1.020861377,0.2,-0.014163283,51.5758755,1.042172652,1.171191345,1.45783,176.7,6.5,7.9,55.3,18012.19922,0.053693158,0.008938773,25.87999916,-0.181530725,0.033213475,7.46,4.43,3.53,0.9,82.23919678,0.009427712,0.003986396
01-11-2022,C31,Verity Data,1.419611549,0.857697827,0.268117852,-0.058656573,51.83104642,1.273003887,1.360392591,1.45783,176.5,6.5,7.9,55.4,18758.34961,0.041424725,0.006074589,20.57999992,-0.204791322,0.04202735,7.36,4.43,3.53,0.9,81.63089752,-0.007254998,0.003994627
01-12-2022,C31,Verity Data,1.31647804,1.032974696,0.332887214,-0.077817212,63.34468307,1.405366957,1.049785075,1.45783,175.7,6.5,7.9,55.7,18105.30078,-0.034813768,0.007113296,21.67000008,0.05296405,0.057496726,7.29,4.43,3.53,0.9,82.83509827,0.01473358,0.002841394
01-01-2023,C31,Verity Data,1.338114388,0.989709676,0.867645209,-0.038270683,53.51112166,1.574563532,0.869128182,2.55922,176.5,6.5,7.7,56.4,17662.15039,-0.024476279,0.007427113,19.39999962,-0.104753136,0.046730825,7.39,4.74,4.22,0.52,81.57990265,-0.015168788,0.003004665
01-02-2023,C31,Verity Data,1.482095071,0.985318705,0.559552574,-0.041972765,54.10429526,1.296428413,0.93333285,2.55922,176.8,6.5,7.7,57.9,17303.94922,-0.020280723,0.006329952,20.70000076,0.06701037,0.058990091,7.33,4.74,4.22,0.52,82.65200043,0.013117107,0.002446221
01-03-2023,C31,Verity Data,1.740402923,0.99652278,0.608320718,-0.034665907,59.80540969,1.527132715,1.29087847,2.55922,177.2,6.5,7.7,57.8,17359.75,0.003224743,0.008509908,18.70000076,-0.096618354,0.076792441,7.36,4.74,4.22,0.52,82.10050201,-0.006611399,0.00273817
01-04-2023,C31,Verity Data,1.113433569,1.141809725,1.044929752,-0.02901769,59.62109997,0.864946406,1.317058494,2.92995,178.1,6.5,7.5,59,18065,0.040625585,0.004146716,15.77999973,-0.156149781,0.045911656,7.18,4.74,4.22,0.52,81.76509857,-0.004061191,0.001836024
01-05-2023,C31,Verity Data,1.640888369,1.025751436,0.2,-0.04167223,56.35497627,1.49116731,0.949053223,2.92995,179.1,6.5,7.5,59,18534.40039,0.025983968,0.005531457,17.94000053,0.136882182,0.06037725,7.01,4.74,4.22,0.52,82.68389893,0.011204316,0.00157288
01-06-2023,C31,Verity Data,1.297056624,1.009778885,0.543070469,-0.037302843,46.68450202,1.061355027,1.226050008,2.92995,181,6.5,7.5,61,19189.05078,0.035320829,0.00496,13.59000015,-0.24247493,0.049387763,7.05,4.74,4.22,0.52,82.07540131,-0.007363229,0.001448549
01-07-2023,C31,Verity Data,1.575368319,0.86890657,0.79373013,-0.047278628,52.16575922,1.33647813,1.096263313,2.05518,186.3,6.5,7,58.9,19753.80078,0.029430846,0.005398095,13.63000011,0.002943338,0.045958495,7.11,4.74,4.22,0.52,82.25279999,0.002215091,0.00236546
01-08-2023,C31,Verity Data,1.156358072,0.8769345,0.326991708,-0.011967869,52.79993353,1.119366256,1.522961226,2.05518,186.2,6.5,7,58.3,19253.80078,-0.025311585,0.004419414,13.56999969,-0.004402085,0.060683801,7.18,4.74,4.22,0.52,82.70040131,0.005481056,0.00220252
01-09-2023,C31,Verity Data,1.526898281,0.896166469,0.231478769,-0.053737463,42.45568119,1.285494589,1.229284806,2.05518,184.1,6.5,7,58.1,19638.30078,0.019970083,0.005752863,17.52000046,0.291083335,0.059071077,7.17,4.74,4.22,0.52,83.19300079,0.005968459,0.001699358
01-10-2023,C31,Verity Data,1.331446749,0.825990757,1.234126504,-0.026990228,67.32669466,1.301810092,1.383352977,1.81234,185.3,6.5,6.7,58.7,19079.59961,-0.028449568,0.006953277,18.13999939,0.035388066,0.072566599,7.35,4.74,4.22,0.52,83.29650116,0.001272979,0.00167998
01-11-2023,C31,Verity Data,1.141832685,0.814557482,0.923199037,-0.041213632,53.66244524,1.169211846,1.386614982,1.81234,186.3,6.5,6.7,59.8,20133.15039,0.055218705,0.004525256,12.92000008,-0.287761824,0.035741394,7.27,4.74,4.22,0.52,83.33029938,0.000950019,0.007199696
01-12-2023,C31,Verity Data,1.361388091,0.978923433,0.664328005,-0.052521944,56.29258299,1.085033834,1.024834068,1.81234,185.7,6.5,6.7,61.2,21731.40039,0.079383999,0.007305171,12.44999981,-0.036377729,0.033473573,7.22,4.74,4.22,0.52,82.30200195,-0.012332549,0.002830011
01-01-2024,C31,Verity Data,1.328354978,0.962640164,0.784077162,-0.029387001,56.51478867,1.31780132,1.260132504,1.39343,185.5,6.5,6.3,61,21725.69922,-0.000262347,0.009753956,14.35000038,0.15261049,0.045922375,7.2,5.14,4.37,0.77,83.10970306,0.009846091,0.002670721
01-02-2024,C31,Verity Data,1.506140013,1.107718567,0.761323651,-0.037905636,53.3549512,1.370181932,1.029089082,1.39343,185.8,6.5,6.3,61.6,21982.80078,0.011833983,0.005698063,13.39999962,-0.066202142,0.052873473,7.09,5.14,4.37,0.77,82.91190338,-0.002374415,0.00090924
01-03-2024,C31,Verity Data,1.240973529,1.125217714,0.562903162,-0.00751278,53.59757751,0.99623771,0.953963814,1.39343,185.8,6.5,6.3,61.9,22326.90039,0.015653129,0.00757523,13.01000023,-0.029104433,0.03613526,7.07,5.14,4.37,0.77,83.39299774,0.005805926,0.001394591
01-04-2024,C31,Verity Data,1.492973376,0.835700164,0.385506425,-0.028254607,48.67017371,1.454896704,0.972661256,1.26244,186.7,6.5,6.2,63.4,22604.84961,0.012449073,0.006263695,15.64999962,0.20292078,0.068365423,7.15,5.14,4.37,0.77,83.45110321,0.000715174,0.00133268
01-05-2024,C31,Verity Data,0.874977035,1.02636581,1.227450951,-0.064918051,67.16503593,0.896323007,1.130685721,1.26244,187.7,6.5,6.2,64.1,22530.69922,-0.003280287,0.006831935,12.92000008,-0.17444087,0.053586169,7.05,5.14,4.37,0.77,83.32089996,-0.00154921,0.001052357
01-06-2024,C31,Verity Data,1.463175413,0.896648226,0.479322549,-0.045747946,56.23255277,1.220675255,1.167716273,1.26244,190.2,6.5,6.2,65.1,24010.59961,0.065683731,0.01853947,12.43999958,-0.037151741,0.035535776,7.02,5.14,4.37,0.77,83.45089722,0.0016042,0.002181514
01-07-2024,C31,Verity Data,0.826376815,1.033358031,0.887064613,-0.048085369,58.10451381,0.783799388,1.233294432,1.54638,193,6.5,5.8,63.3,24951.15039,0.039172315,0.00548506,16.36000061,0.315112634,0.071242916,7.01,5.14,4.37,0.77,83.73899841,0.003449731,0.000528663
01-08-2024,C31,Verity Data,0.903674371,0.840022131,0.713306337,0.008548445,50.95439202,0.92336658,1.228616932,1.54638,193,6.5,5.8,63.1,25235.90039,0.011412299,0.009096944,15,-0.083129619,0.183044384,6.91,5.14,4.37,0.77,83.89510345,0.001872843,0.000991533
01-09-2024,C31,Verity Data,1.155980506,1.178371088,0.602520718,-0.020839521,56.00941604,1.021267645,1.165429083,1.54638,194.2,6.5,5.8,63.3,25810.84961,0.022782988,0.007314974,16.72999954,0.115333303,0.106478356,6.83,5.14,4.37,0.77,83.71640015,-0.002127197,0.000710362
01-10-2024,C31,Verity Data,1.480228618,0.81963263,0.2,-0.031463709,57.80157378,1.545443686,1.198204653,1.88547,196.8,6.5,5.7,64,24205.34961,-0.062202524,0.007056678,23.15999985,0.384339539,0.069130957,6.79,5.14,4.37,0.77,84.0891037,0.004449043,0.000769989
01-11-2024,C31,Verity Data,1.243187099,0.918250064,0.988538582,-0.046396095,57.71840708,1.138442653,1.306724868,1.88547,196.5,6.5,5.7,64.7,24131.09961,-0.003067504,0.010418839,13.51000023,-0.416666653,0.065885979,6.82,5.14,4.37,0.77,84.47160339,0.004543243,0.000657685
01-12-2024,C31,Verity Data,1.121202888,1.10555342,1.521579671,0.080465207,59.03983445,1.074880305,1.178675527,1.88547,195.4,6.5,5.7,64.7,23644.80078,-0.020152369,0.006881585,17.35000038,0.284233907,0.184829899,6.78,5.14,4.37,0.77,85.38600159,0.010794638,0.001584941
01-01-2015,C32,Cipher Metrics,1.277833927,1.33473386,1.575408984,0.095118196,54.09868405,1.12514483,1.007175544,1.68428,124.8,7.75,5.6,22.3,8808.900391,0.06353003,0.011881675,20.96999931,,0.093128106,7.79,3.97,2.15,1.82,61.79600143,-0.019598485,0.003640151
01-02-2015,C32,Cipher Metrics,1.50459673,1.333513647,1.500994436,0.099448791,62.56259696,1.379927972,1.488217459,1.68428,124.8,7.75,5.6,22.6,8844.599609,0.004052631,0.008215748,13.34000015,-0.363853095,0.055852611,7.73,3.97,2.15,1.82,61.75400162,-0.000603892,0.002827327
01-03-2015,C32,Cipher Metrics,1.507957173,1.249653032,1.364613115,0.044197245,68.13605754,1.395927415,1.445860008,1.68428,124.8,7.5,5.6,23.3,8491,-0.039979154,0.009866547,15.28999996,0.146176896,0.059894488,7.82,3.97,2.15,1.82,62.50899887,0.012306338,0.003798811
01-04-2015,C32,Cipher Metrics,1.764761887,1.274743066,1.349077455,0.051887796,56.01935388,1.216689931,1.696679249,2.14174,124.8,7.5,5.6,23.8,8181.5,-0.036450359,0.009257384,14.55000019,-0.048397631,0.055384188,7.84,3.97,2.15,1.82,63.44200134,0.014990586,0.004026208
01-05-2015,C32,Cipher Metrics,1.375354234,1.178111277,0.800475964,0.082640098,55.73708418,1.040360976,1.231242583,2.14174,124.8,7.5,5.6,24.2,8433.650391,0.03081958,0.012442466,13.84000015,-0.048797253,0.073263348,7.85,3.97,2.15,1.82,63.82500076,0.006189163,0.004114306
01-06-2015,C32,Cipher Metrics,1.608574633,1.195908998,1.039504167,0.036481783,48.31890061,1.591234451,0.845635313,2.14174,124.8,7.25,5.6,24.1,8368.5,-0.007725052,0.009547802,18.22999954,0.317196484,0.096221203,7.81,3.97,2.15,1.82,63.72399902,-0.001498065,0.002855968
01-07-2015,C32,Cipher Metrics,1.478044351,1.161945128,1.351925857,0.060855049,72.97825462,1.258757932,1.074248483,1.84623,124.8,7.25,5.6,23.8,8532.849609,0.019639076,0.008711399,12.11999989,-0.335161811,0.092860232,7.82,3.97,2.15,1.82,64.11799622,0.006234018,0.002510149
01-08-2015,C32,Cipher Metrics,1.603866056,1.22566874,1.06623411,0.052703592,53.43856287,1.360435297,1.023971861,1.84623,124.8,7.25,5.6,23.8,7971.299805,-0.065810348,0.015788773,28.43000031,1.345709618,0.165667823,7.79,3.97,2.15,1.82,66.14299774,0.031391967,0.005249287
01-09-2015,C32,Cipher Metrics,1.391755544,1.173928487,1.316559648,0.071386973,58.48429357,1.360160068,1.50550205,1.84623,125.4,6.75,5.6,24,7948.899902,-0.002810069,0.012806851,24.5,-0.138234269,0.084892771,7.73,3.97,2.15,1.82,65.91999817,-0.003257827,0.003368356
01-10-2015,C32,Cipher Metrics,1.719210151,1.088612857,1.169942309,0.051802469,63.83161668,1.534104282,1.24130408,2.03254,126.1,6.75,5.6,24.2,8065.799805,0.014706425,0.007060676,15.06999969,-0.384897972,0.059771919,7.6,3.97,2.15,1.82,65.44400024,-0.00713099,0.003308641
01-11-2015,C32,Cipher Metrics,1.142216626,1.262203567,1.349546263,0.034033075,57.95174876,1.036594494,1.289197538,2.03254,126.6,6.75,5.6,24.8,7935.25,-0.016185599,0.007530793,16.12999916,0.070338387,0.075762094,7.75,3.97,2.15,1.82,66.90000153,0.0220822,0.002580217
01-12-2015,C32,Cipher Metrics,1.287002134,1.098853582,1.427360875,0.066980369,49.03249883,1.279271271,1.391313941,2.03254,126.1,6.75,5.6,25,7946.350098,0.001398834,0.007874616,18.20999908,0.128952265,0.109256132,7.79,3.97,2.15,1.82,66.45500183,-0.006576485,0.002960001
01-01-2016,C32,Cipher Metrics,1.524688668,1.261726195,1.39754701,0.048119152,60.67217661,1.226813373,1.078614708,2.90244,126.3,6.75,5.6,25,7563.549805,-0.048173097,0.011654482,20.20000076,0.109280713,0.100604257,7.67,4.06,2.45,1.61,68.09300232,0.024466558,0.003212784
01-02-2016,C32,Cipher Metrics,1.534661223,1.242763969,1.291872334,0.076733911,62.25542678,1.306602648,1.104512775,2.90244,126,6.75,5.6,25.5,6987.049805,-0.076220824,0.013335085,20.54999924,0.017326656,0.062132579,7.72,4.06,2.45,1.61,68.73000336,0.009446936,0.003656259
01-03-2016,C32,Cipher Metrics,1.239043139,1.309052048,1.541042253,0.071547073,55.61992304,1.133568682,1.419968123,2.90244,126,6.75,5.6,26.6,7738.399902,0.10753467,0.010981738,13.94999981,-0.321167867,0.053476238,7.58,4.06,2.45,1.61,66.36799622,-0.034757905,0.004112404
01-04-2016,C32,Cipher Metrics,1.97695728,1.329586753,1.233850399,0.058839567,60.36089656,1.838978965,1.162592526,1.78095,127.3,6.5,5.6,28.5,7849.799805,0.014395728,0.009957672,15.69999981,0.12544803,0.065774602,7.44,4.06,2.45,1.61,66.43800354,0.001136118,0.002860568
01-05-2016,C32,Cipher Metrics,1.502675598,1.059841131,1.718443762,0.070968269,65.30854711,1.302184884,1.415546036,1.78095,128.6,6.5,5.6,27,8160.100098,0.039529708,0.009115354,14.18999958,-0.09617836,0.053062161,7.28,4.06,2.45,1.61,67.13300323,0.010474889,0.002504459
01-06-2016,C32,Cipher Metrics,1.541958647,1.194248361,1.682907418,0.064456039,63.83000302,1.727582971,1.25759845,1.78095,130.1,6.5,5.6,27.2,8287.75,0.015643178,0.007830522,15.63000011,0.101479956,0.146735047,7.5,4.06,2.45,1.61,67.41600037,0.004362668,0.003853849
01-07-2016,C32,Cipher Metrics,1.557698018,1.129123619,0.891139789,0.074640847,52.49505675,1.449482683,1.151110545,2.29156,131.1,6.5,5.6,27.2,8638.5,0.042321499,0.005885692,11.86999989,-0.240563033,0.046060476,7.35,4.06,2.45,1.61,67.00700378,-0.006014348,0.002644918
01-08-2016,C32,Cipher Metrics,1.481727675,1.181148234,1.435919955,0.062003367,62.8723298,1.611896998,1.670103394,2.29156,131.1,6.5,5.6,27.6,8786.200195,0.017097898,0.006770555,13.42000008,0.130581315,0.046454732,7.14,4.06,2.45,1.61,67.12660217,0.001821488,0.00186175
01-09-2016,C32,Cipher Metrics,1.290779559,1.039841706,1.21906601,0.066213239,58.1815566,0.879074009,1.339441938,2.29156,130.9,6.5,5.6,29.1,8611.150391,-0.019923266,0.008246087,13.28999996,-0.009687043,0.130045333,6.86,4.06,2.45,1.61,66.81629944,-0.004535916,0.003041404
01-10-2016,C32,Cipher Metrics,1.377090055,1.313247169,1.185004933,0.057374618,60.04396838,1.173968836,1.141361217,1.36379,131.4,6.25,5.6,28.4,8638,0.003118005,0.007720261,17.05999947,0.283671897,0.052456977,6.78,4.06,2.45,1.61,66.78140259,-0.000479775,0.002065412
01-11-2016,C32,Cipher Metrics,1.823913549,1.018792521,1.70294829,0.033119949,64.50521201,1.557993309,1.156267302,1.36379,131.2,6.25,5.6,27,8224.5,-0.047869877,0.01160941,13.32999992,-0.218640074,0.080502042,6.61,4.06,2.45,1.61,68.60800171,0.027139577,0.003634735
01-12-2016,C32,Cipher Metrics,1.669471661,1.161617804,1.658624506,0.038037063,60.5609993,1.467698454,1.075708396,1.36379,130.4,6.25,5.6,20.7,8185.799805,-0.004705477,0.008206978,14.03999996,0.053263319,0.052810668,6.53,4.06,2.45,1.61,67.93299866,-0.009808694,0.002696713
01-01-2017,C32,Cipher Metrics,1.271222779,1.158886765,1.331947224,0.044164598,67.7453894,1.152918481,1.197478327,0.79959,130.3,6.25,5.6,20.9,8561.299805,0.045872121,0.006149336,11.98999977,-0.14601141,0.052104335,6.79,3.51,2.37,1.14,67.82099915,-0.001565163,0.002842464
01-02-2017,C32,Cipher Metrics,1.430906711,1.199375046,1.603134419,0.030579014,58.94045419,1.278393396,1.67690437,0.79959,130.6,6.25,5.6,22.5,8879.599609,0.037178911,0.00546724,12.92000008,0.077564664,0.043464687,6.98,3.51,2.37,1.14,66.69319916,-0.016705985,0.002424155
01-03-2017,C32,Cipher Metrics,1.019790532,0.778101265,2.341439244,0.046538197,67.13503826,1.044108647,1.363179484,0.79959,130.9,6.25,5.6,24.2,9173.75,0.033126538,0.005866886,12.36999989,-0.042569674,0.048571729,7.12,3.51,2.37,1.14,64.79000092,-0.028865795,0.002478503
01-04-2017,C32,Cipher Metrics,1.758620111,1.223260792,1.528578789,0.020798615,66.50749638,1.778029222,1.211522009,2.05853,131.1,6.25,5.6,26.5,9304.049805,0.014203549,0.005213534,10.81999969,-0.125303169,0.079225503,7.16,3.51,2.37,1.14,64.05999756,-0.011249495,0.002871734
01-05-2017,C32,Cipher Metrics,1.799086055,1.156836264,1.38148448,0.072528311,60.80004582,1.251473164,1.110680964,2.05853,131.4,6.25,5.6,27.4,9621.25,0.034092702,0.00580006,10.40999985,-0.037892778,0.116172215,7.11,3.51,2.37,1.14,64.61859894,0.008826905,0.003610395
01-06-2017,C32,Cipher Metrics,1.582088039,1.073722114,1.013864121,0.063871345,52.19639819,1.27919909,1.362468536,2.05853,132,6.25,5.6,28,9520.900391,-0.010429997,0.003456632,11.18000031,0.073967384,0.058693125,6.58,3.51,2.37,1.14,64.78510284,0.002626743,0.002252245
01-07-2017,C32,Cipher Metrics,1.326403613,1.386702402,1.337533753,0.031984224,55.67279375,1.175591415,1.517337164,1.6482,134.2,6.25,5.6,27.8,10077.09961,0.058418763,0.004587663,10.26000023,-0.082289808,0.046663381,6.55,3.51,2.37,1.14,64.12349701,-0.010234048,0.001721191
01-08-2017,C32,Cipher Metrics,1.264215341,1.141257129,1.775008433,0.054316662,61.43019301,0.920040396,1.376482851,1.6482,135.4,6,5.6,28.3,9917.900391,-0.015798119,0.007236778,10.59000015,0.032163735,0.136238961,6.6,3.51,2.37,1.14,63.9762001,-0.002240172,0.002323333
01-09-2017,C32,Cipher Metrics,1.568414375,1.206506949,1.16248234,0.015364812,48.99567619,1.408427573,1.398044254,1.6482,135.2,6,5.6,28.2,9788.599609,-0.013037112,0.006341975,9.510000229,-0.101982994,0.061332792,6.72,3.51,2.37,1.14,65.36000061,0.021465299,0.00235063
01-10-2017,C32,Cipher Metrics,1.317894922,1.276084441,0.877259059,0.080465207,64.38300838,0.92134457,1.310488186,1.87871,136.1,6,5.6,29.1,10335.2998,0.055850706,0.004845313,10.18000031,0.070452162,0.049106035,6.94,3.51,2.37,1.14,64.8423996,-0.00784734,0.003115362
01-11-2017,C32,Cipher Metrics,1.508869664,1.350780798,1.428511468,0.036665438,67.95439568,1.480371583,1.122772788,1.87871,137.6,6,5.6,29.3,10226.5498,-0.010522191,0.005842264,11.27999973,0.10805495,0.059785843,7.17,3.51,2.37,1.14,64.41480255,-0.006512047,0.00321494
01-12-2017,C32,Cipher Metrics,1.358935108,1.308418228,1.277268584,0.065081837,59.06789708,1.280812692,1.297659127,1.87871,137.2,6,5.6,29.6,10530.7002,0.029741252,0.006220332,11.03999996,-0.021276576,0.047331523,7.35,3.51,2.37,1.14,64.06199646,-0.005459176,0.001795704
01-01-2018,C32,Cipher Metrics,1.816639113,1.409089502,1.585880953,0.04501148,61.82456348,1.685759251,1.390828446,2.14694,136.9,6,5.6,29.9,11027.7002,0.047195342,0.004997524,13.53999996,0.226449276,0.07951545,7.22,4.22,3.14,1.08,63.76990128,-0.004488811,0.002710022
01-02-2018,C32,Cipher Metrics,1.861947781,1.194841144,1.473816128,0.056516705,61.00464535,1.54652273,1.148461839,2.14694,136.4,6,5.6,30.5,10492.84961,-0.048500646,0.008942343,19.85000038,0.46602662,0.29853734,7.57,4.22,3.14,1.08,64.91000366,0.01783968,0.003425586
